,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
14,2020-09-18,26-004,DEN,AWAY,LAL,L (-12),1,25:23,2,7,.286,1,4,.250,0,0,,0,2,2,0,0,0,2,3,5,-1.7,-14,Gary Harris
15,2020-09-20,26-006,DEN,AWAY,LAL,L (-2),1,24:42,1,6,.167,1,3,.333,0,0,,0,2,2,1,0,0,2,0,3,-1.5,-14,Gary Harris
16,2020-09-22,26-008,DEN,HOME,LAL,W (+8),1,32:19,2,5,.400,1,2,.500,2,2,1.000,0,0,0,3,0,0,1,0,7,5.4,+6,Gary Harris
17,2020-09-24,26-010,DEN,HOME,LAL,L (-6),1,18:31,1,5,.200,1,2,.500,0,0,,0,2,2,0,1,0,0,2,3,0.7,-2,Gary Harris
18,2020-09-26,26-012,DEN,AWAY,LAL,L (-10),1,13:14,1,4,.250,1,3,.333,0,0,,0,2,2,1,0,0,3,4,3,-2.7,+4,Gary Harris
0,2020-08-17,25-180,DEN,HOME,UTA,W (+10),1,42:10,11,21,0.524,4,7,0.5710000000000001,3,3,1.0,1,9,10,3,2,1,4,2,29,22.1,7,Nikola Jokić
1,2020-08-19,25-182,DEN,HOME,UTA,L (-19),1,31:40,10,21,0.47600000000000003,1,2,0.5,7,10,0.7,5,6,11,6,0,0,2,3,28,22.4,-23,Nikola Jokić
2,2020-08-21,25-184,DEN,AWAY,UTA,L (-37),1,31:42,6,13,0.462,2,6,0.33299999999999996,1,2,0.5,0,5,5,6,0,1,2,1,15,11.9,-21,Nikola Jokić
3,2020-08-23,25-186,DEN,AWAY,UTA,L (-2),1,39:20,12,24,0.5,3,10,0.3,2,2,1.0,3,4,7,6,0,0,2,3,29,21.3,-1,Nikola Jokić
4,2020-08-25,25-188,DEN,HOME,UTA,W (+10),1,42:51,12,19,0.632,7,11,0.636,0,0,,0,6,6,4,0,1,2,4,31,24.2,15,Nikola Jokić
5,2020-08-30,25-193,DEN,AWAY,UTA,W (+12),1,36:26,7,15,0.467,3,5,0.6,5,5,1.0,2,2,4,9,3,0,2,4,22,22.0,1,Nikola Jokić
6,2020-09-01,25-195,DEN,HOME,UTA,W (+2),1,38:55,12,23,0.522,2,5,0.4,4,4,1.0,3,11,14,4,0,0,2,5,30,22.9,2,Nikola Jokić
7,2020-09-03,25-197,DEN,AWAY,LAC,L (-23),1,29:57,6,14,0.429,0,2,0.0,3,4,0.75,1,2,3,3,0,0,1,2,15,8.8,-24,Nikola Jokić
8,2020-09-05,25-199,DEN,AWAY,LAC,W (+9),1,37:15,10,17,0.588,4,5,0.8,2,2,1.0,1,17,18,4,0,3,6,4,26,21.2,18,Nikola Jokić
